species,filename,mean_R,mean_G,mean_B,mean_brightness,contrast
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165734.jpg,119.532776,144.96785,176.93488,141.00688,38.323368
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165829.jpg,117.08841,140.43672,171.5107,136.9979,26.214346
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165857.jpg,149.23679,146.3143,154.70209,148.14436,36.05585
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165858.jpg,147.50217,146.63039,156.04025,147.96371,37.11805
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165907.jpg,166.25882,165.30307,178.01213,167.03781,37.467304
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165909.jpg,160.02933,163.22318,179.0155,164.06844,38.953716
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165911.jpg,162.90689,164.92725,180.41873,166.08936,39.46989
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165913.jpg,159.51852,163.34409,179.93301,164.09131,40.726616
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165914.jpg,157.82986,164.54047,183.28027,164.6703,39.55981
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165916.jpg,157.33586,163.8613,182.74767,164.06323,39.463604
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165918.jpg,157.27873,164.51599,183.47656,164.51355,39.294075
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165920.jpg,159.90205,165.85445,183.96968,166.13982,39.973274
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165923.jpg,139.66492,151.41924,177.9667,150.931,35.25244
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165926.jpg,140.68015,154.44432,183.4772,153.63837,34.910225
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165928.jpg,133.01491,152.6999,189.33774,150.99078,36.78425
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165930.jpg,127.02266,146.70728,185.41257,145.23389,35.5748
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165932.jpg,126.90963,146.77762,185.64919,145.26845,35.90933
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165933.jpg,127.30155,147.59244,186.76514,145.99112,35.305946
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165936.jpg,126.62639,147.64583,185.52228,145.67886,37.290348
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165938.jpg,140.02333,152.36201,179.4592,151.76193,40.947433
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_165943.jpg,159.63342,165.94765,187.61517,166.52975,44.97223
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_170005.jpg,152.99304,161.33504,179.06914,160.86234,36.230015
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_171318.jpg,129.66064,98.46084,92.19495,107.07521,43.919903
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200706_171403.jpg,114.49215,138.5946,166.66498,134.58795,41.290257
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200805_095804.jpg,39.266975,40.182156,31.59076,38.92906,44.399208
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200805_095811.jpg,76.639694,73.1954,63.597095,73.13113,65.87124
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200805_095813.jpg,58.95736,56.394623,47.75146,56.17558,57.098763
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200805_095815.jpg,48.238922,44.818348,41.094135,45.416504,57.63433
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200805_095833.jpg,70.08309,62.43021,60.215424,64.46592,49.50771
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200807_083601.jpg,106.86821,106.20197,79.887245,103.4013,59.838013
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200807_083601_1.jpg,89.83189,88.38566,67.73181,86.463524,57.218296
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200807_083602.jpg,56.646526,55.057594,39.197468,53.72465,48.040497
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200807_083606.jpg,45.23198,46.14402,32.630444,44.330776,36.935284
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200807_083607.jpg,45.655605,46.553032,34.601704,44.92222,36.131588
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200916_165634.jpg,61.122257,54.877865,42.55005,55.33967,45.307617
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200916_165636.jpg,55.71848,46.844975,38.097416,48.5009,41.071987
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200916_165638.jpg,112.79981,98.64684,80.39214,100.79751,53.484886
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200916_165641.jpg,80.10452,71.212654,55.99545,72.13658,51.90681
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200916_165644.jpg,122.83863,108.580536,86.51957,110.328636,51.521584
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200916_165645.jpg,113.911896,100.86228,79.18598,102.292984,53.415123
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200916_165646.jpg,112.34943,101.32004,78.07977,101.96848,53.564117
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200916_165651.jpg,109.8992,96.35275,74.88217,97.95548,53.258816
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20200916_165653.jpg,142.06218,125.4495,99.195526,127.42369,59.398483
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20201004_154418.jpg,97.90921,110.71614,74.20269,102.72438,44.949524
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20201004_154421.jpg,98.68879,108.46964,79.651474,102.25996,44.208286
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20201004_154424.jpg,103.70009,112.886505,90.5872,107.597725,45.406826
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20201004_154425.jpg,100.84828,110.19039,88.08513,104.877,45.613453
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20201004_154427.jpg,105.876114,114.48105,93.67578,109.53631,46.84137
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20201004_154428.jpg,114.12724,122.76401,101.63787,117.77307,46.28709
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20220626_105732.jpg,99.22975,115.697525,65.6768,105.07127,53.548775
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20220626_105733.jpg,101.546234,117.61488,66.13184,106.94148,53.729855
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20220626_105736.jpg,96.427666,110.321396,62.791115,100.74865,54.28537
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20220626_105740.jpg,89.75552,101.634514,59.54951,93.284874,50.20241
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20220626_105741.jpg,83.268555,94.75442,55.24373,86.81591,48.388084
BelasekRepkovy,BelasekRepkovy_Kolovraty_IMG_20220626_105742.jpg,97.543304,110.43884,64.83858,101.3845,51.255753
BelasekRepkovy,BelasekRepkovy_KubikuvVrch_IMG_20200730_105929.jpg,99.6753,125.55294,64.118065,110.81185,42.65981
BelasekRepkovy,BelasekRepkovy_KubikuvVrch_IMG_20200730_105930.jpg,72.54604,91.331055,46.392334,80.59141,36.106064
BelasekRepkovy,BelasekRepkovy_KubikuvVrch_IMG_20200730_105931.jpg,72.33957,90.50689,46.555157,80.06444,37.024326
BelasekRepkovy,BelasekRepkovy_KubikuvVrch_IMG_20200730_105934.jpg,71.44355,88.04351,45.79695,78.26403,35.274334
BelasekRepkovy,BelasekRepkovy_KubikuvVrch_IMG_20200730_105937.jpg,83.28883,105.17661,52.591133,92.6374,37.230072
BelasekRepkovy,BelasekRepkovy_KubikuvVrch_IMG_20200730_105947.jpg,72.27655,97.17356,46.545467,83.95768,39.39093
BelasekRepkovy,BelasekRepkovy_KubikuvVrch_IMG_20200730_105949.jpg,52.087738,70.49296,34.7584,60.91605,35.554153
BelasekRepkovy,BelasekRepkovy_Lipany_IMG_20200719_123553.jpg,94.67306,131.60904,68.34655,113.353226,47.777534
BelasekRepkovy,BelasekRepkovy_Lipany_IMG_20200719_123554.jpg,81.31505,114.08976,62.04227,98.356674,47.273304
BelasekRepkovy,BelasekRepkovy_Lipany_IMG_20200719_123607.jpg,124.69532,154.27763,95.04041,138.67938,62.2302
BelasekRepkovy,BelasekRepkovy_Lipany_IMG_20200719_123617.jpg,82.23362,117.06607,60.927704,100.25131,54.03897
BelasekRepkovy,BelasekRepkovy_Lipany_IMG_20200719_123619.jpg,89.98608,128.32922,62.14605,109.31987,55.97833
BelasekRepkovy,BelasekRepkovy_Lipany_IMG_20200719_123701.jpg,96.69827,122.51349,63.945927,108.11803,42.66233
BelasekRepkovy,BelasekRepkovy_Lipany_IMG_20200719_123705.jpg,71.4409,81.23817,49.661327,74.709045,44.21165
BelasekRepkovy,BelasekRepkovy_Lipany_IMG_20200719_123707.jpg,77.578384,85.4459,54.813667,79.60143,44.96045
BelasekRepkovy,BelasekRepkovy_Nedvezi_IMG_20200805_170857.jpg,22.59688,26.050373,14.685988,23.722246,47.2831
BelasekRepkovy,BelasekRepkovy_Nedvezi_IMG_20200805_170900.jpg,48.307846,59.598217,29.97044,52.84485,64.801346
BelasekRepkovy,BelasekRepkovy_Nedvezi_IMG_20200805_170904.jpg,38.242233,45.412426,24.581715,40.893852,61.111176
BelasekRepkovy,BelasekRepkovy_Nedvezi_IMG_20200805_170906.jpg,30.611092,39.954807,19.695818,34.851513,56.935883
BelasekRepkovy,BelasekRepkovy_Nedvezi_IMG_20200805_170909.jpg,29.479225,36.215816,18.408043,32.171494,52.50189
BelasekRepkovy,BelasekRepkovy_Podlesak_IMG_20200725_110945.jpg,80.98132,121.98375,63.464848,103.05301,48.39739
BelasekRepkovy,BelasekRepkovy_Podlesak_IMG_20200725_111000.jpg,75.58162,104.88354,59.167442,90.91067,52.311703
BelasekRepkovy,BelasekRepkovy_Podlesak_IMG_20200725_111007.jpg,76.90505,80.23817,54.019268,76.2526,53.874393
BelasekRepkovy,BelasekRepkovy_Podlesak_IMG_20200725_111644.jpg,92.55796,122.526024,57.216324,106.120285,51.36918
BelasekRepkovy,BelasekRepkovy_Podlesak_IMG_20200725_111719.jpg,86.44919,135.30928,56.93134,111.76497,46.18855
BelasekRepkovy,BelasekRepkovy_Podlesak_IMG_20200725_111721.jpg,92.11267,140.83574,58.24677,116.8523,45.35054
BelasekRepkovy,BelasekRepkovy_Podlesak_IMG_20200725_111735.jpg,84.96905,126.8284,52.897522,105.88433,47.52454
BelasekRepkovy,BelasekRepkovy_SerluvDvur_IMG_20200715_115911.jpg,89.24646,112.47316,62.6754,99.85144,44.022755
BelasekRepkovy,BelasekRepkovy_SerluvDvur_IMG_20200715_115913.jpg,90.978485,112.95218,64.26922,100.83216,45.08186
BelasekRepkovy,BelasekRepkovy_SerluvDvur_IMG_20200715_115914.jpg,94.01369,113.01303,68.12148,102.21461,47.31136
BelasekRepkovy,BelasekRepkovy_SvMarketa_IMG_20200825_100611.jpg,117.047066,108.79318,81.721085,108.174706,56.652973
BelasekRepkovy,BelasekRepkovy_SvMarketa_IMG_20200825_100612.jpg,118.901184,110.58432,83.03185,109.93013,56.856674
BelasekRepkovy,BelasekRepkovy_SvMarketa_IMG_20200825_100613.jpg,129.04457,119.92429,90.59906,119.30825,55.849384
BelasekRepkovy,BelasekRepkovy_SvMarketa_IMG_20200825_100615.jpg,112.08411,95.896065,75.524376,98.41393,44.516457
BelasekRepkovy,BelasekRepkovy_SvMarketa_IMG_20200825_100617.jpg,107.92148,91.41954,71.86771,94.1247,41.553524
BelasekRepkovy,BelasekRepkovy_SvMarketa_IMG_20200825_104633.jpg,126.77113,113.335075,86.54548,114.29844,56.379227
BelasekRepkovy,BelasekRepkovy_SvMarketa_IMG_20200825_104646.jpg,135.80292,124.567085,96.448654,124.72107,59.787292
BelasekRepkovy,BelasekRepkovy_SvMarketa_IMG_20200825_104649.jpg,150.35864,140.76527,109.486946,140.06795,58.34828
BelasekRepkovy,BelasekRepkovy_SvMarketa_IMG_20200825_104653.jpg,121.37146,113.37836,83.575325,112.370766,58.779034
BelasekRepkovy,BelasekRepkovy_SvMarketa_IMG_20200825_104655.jpg,129.25937,124.178635,91.02716,121.918526,62.3498
BelasekRepkovy,BelasekRepkovy_SvMarketa_IMG_20200825_104657.jpg,126.1419,118.864075,89.94419,117.743256,63.718292
BelasekRepkovy,BelasekRepkovy_Uhrines_IMG_20200712_114525.jpg,88.18137,104.96288,55.02581,94.25239,57.480152
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_094617.jpg,90.60537,101.41139,81.58977,95.92079,52.551914
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_094625.jpg,61.15,59.072598,53.213783,59.025852,48.83191
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_095255.jpg,89.324936,109.3534,59.242645,97.65233,56.5554
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_095257.jpg,63.05686,75.24697,39.969116,67.58043,41.684742
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101158.jpg,79.85195,96.55647,57.253296,87.081314,43.162693
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101200.jpg,57.779755,63.219196,50.536827,60.147064,35.30981
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101203.jpg,63.405453,73.39073,53.814053,68.173325,39.595505
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101204.jpg,76.71689,89.65567,60.90395,82.50934,45.30097
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101207.jpg,86.99734,107.3138,69.02887,96.874695,50.064697
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101210.jpg,86.167015,110.81493,72.91717,99.12485,49.586773
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101210_1.jpg,84.04785,108.39363,70.021965,96.73994,48.514164
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101213.jpg,83.952805,115.243996,68.18411,100.52316,49.96056
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101411.jpg,64.031,98.06009,41.664673,81.4564,44.63572
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101413.jpg,47.680977,61.44882,29.408257,53.679543,36.55115
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101417.jpg,83.19528,119.52501,45.03385,100.17044,52.825665
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101420.jpg,119.77767,152.06288,74.23614,133.53734,50.959698
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101423.jpg,102.951385,131.05583,59.38697,114.48241,51.17455
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101426.jpg,98.63358,124.07816,68.49108,110.13336,51.17577
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101429.jpg,98.274506,120.1728,71.76719,108.10683,52.60939
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_101431.jpg,94.08642,114.44929,63.904564,102.598755,50.873077
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_104221.jpg,46.71135,61.202602,30.751482,53.398266,33.67377
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_104223.jpg,45.557945,55.482944,30.07148,49.61847,37.523277
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_104224.jpg,47.294094,57.904613,30.306944,51.58594,36.789062
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_104227.jpg,76.97987,91.435684,48.880375,82.262085,50.323456
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_104233.jpg,98.996315,122.33338,58.006195,108.022316,59.941704
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_104245.jpg,78.35203,94.38802,51.66238,84.72251,58.082222
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_104248.jpg,86.158905,97.99713,55.256733,89.585106,57.892376
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_104254.jpg,70.01534,86.7971,48.22987,77.38263,39.24254
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_104256.jpg,87.7653,92.31348,58.167553,87.06089,46.907417
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_104259.jpg,81.126,91.85171,45.554153,83.366745,46.659317
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_111541.jpg,31.602589,44.326096,20.149237,37.765606,27.07669
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_111549.jpg,90.34918,120.339836,47.624985,103.08315,36.516266
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_111554.jpg,46.635365,67.88085,29.37198,57.13842,30.777973
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_111557.jpg,61.178318,88.17422,38.228653,74.40864,33.258083
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_111600.jpg,89.70922,121.80339,46.95977,103.675095,39.118374
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_111605.jpg,64.413826,86.85403,39.616146,74.75933,35.58085
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200712_111606.jpg,82.39025,111.91903,50.94656,96.139084,41.772552
BelasekRepkovy,BelasekRepkovy_Uhrineves_IMG_20200822_125135.jpg,104.64835,137.64746,67.385796,119.77096,39.340744
BelasekRepovy,BelasekRepovy_Alzbetin_IMG_20200715_131309.jpg,69.53518,65.2842,55.63065,65.45474,32.4531
BelasekRepovy,BelasekRepovy_Alzbetin_IMG_20200715_131312.jpg,79.74996,80.15629,54.813038,77.145645,30.822008
BelasekRepovy,BelasekRepovy_Alzbetin_IMG_20200715_131313.jpg,79.89659,80.384,54.19554,77.2528,31.504488
BelasekRepovy,BelasekRepovy_Alzbetin_IMG_20200715_131315.jpg,82.34375,76.572235,56.150246,75.96974,32.617413
BelasekRepovy,BelasekRepovy_Benice_IMG_20200809_171308.jpg,85.326645,102.46777,53.95203,91.8118,42.288548
BelasekRepovy,BelasekRepovy_Benice_IMG_20200809_171334.jpg,91.86414,109.87924,60.555145,98.86979,45.790436
BelasekRepovy,BelasekRepovy_Benice_IMG_20200809_171337.jpg,95.17715,114.02456,62.832596,102.55334,44.408596
BelasekRepovy,BelasekRepovy_Benice_IMG_20200809_171338.jpg,93.452835,112.77454,62.19322,101.23112,43.77272
BelasekRepovy,BelasekRepovy_Benice_IMG_20200809_171354.jpg,94.80749,113.068954,63.53245,101.961754,42.332676
BelasekRepovy,BelasekRepovy_Benice_IMG_20200809_171355.jpg,94.88756,113.05553,63.479866,101.97164,42.023235
BelasekRepovy,BelasekRepovy_Benice_IMG_20200809_171356.jpg,96.31616,113.97953,64.50648,103.05818,42.605553
BelasekRepovy,BelasekRepovy_Benice_IMG_20200809_171401.jpg,100.09723,117.10946,67.171364,106.32978,43.86695
BelasekRepovy,BelasekRepovy_Benice_IMG_20200809_171402.jpg,99.75088,117.43608,66.60009,106.35304,43.243168
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_115033.jpg,113.416794,113.674706,64.17124,107.95423,44.85128
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_115037.jpg,138.2067,138.02779,84.53997,131.98357,47.440395
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_115141.jpg,104.248695,114.07528,60.99711,105.086205,42.301685
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_115146.jpg,112.496216,120.50994,69.55633,112.305084,41.916405
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_115150.jpg,107.20641,114.789795,66.47281,107.014244,38.473785
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_115157.jpg,134.63184,147.27625,89.3497,136.89209,41.56012
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_135622.jpg,100.861176,112.05611,62.824883,103.09635,41.2923
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_135627.jpg,121.080666,131.6132,76.92664,122.229675,42.663467
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_140722.jpg,92.202675,122.29034,66.103676,106.88882,45.311485
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_143715.jpg,101.59427,114.37618,59.101276,104.25309,50.222965
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_143716.jpg,47.980583,49.347546,29.393932,46.664135,31.207521
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_143719.jpg,78.273705,81.270935,55.248844,77.40826,41.060482
BelasekRepovy,BelasekRepovy_Dubecek_IMG_20200802_143720.jpg,74.767006,76.506424,52.26068,73.22237,38.56465
BelasekRepovy,BelasekRepovy_Dubec_IMG_20200919_140841.jpg,107.305626,105.30732,93.675705,104.5788,62.753963
BelasekRepovy,BelasekRepovy_Dubec_IMG_20200919_140843.jpg,103.72786,102.53265,88.4349,101.28286,57.04523
BelasekRepovy,BelasekRepovy_Dubec_IMG_20200919_140852.jpg,108.816376,108.82801,92.66438,106.98192,55.881363
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_111905.jpg,79.08443,98.42703,49.320457,87.04548,51.69646
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_111951.jpg,76.65822,100.44588,41.241016,86.58391,52.31869
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_111955.jpg,71.51453,93.40286,38.05889,80.549,50.31884
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_111958.jpg,72.069885,94.53695,37.219982,81.285194,50.740654
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112001.jpg,87.31725,110.07534,52.026752,96.653175,53.652824
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112008.jpg,84.49569,104.73513,46.649433,92.06176,51.787086
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112014.jpg,86.94323,106.471115,51.83105,94.40331,49.96763
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112016.jpg,87.42549,106.34913,52.62802,94.566734,51.363247
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112112.jpg,104.55872,125.26942,73.56863,113.18306,59.48021
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112115.jpg,51.596275,47.948425,38.615658,47.975197,42.2788
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112121.jpg,92.90227,100.52931,67.13479,94.4419,62.985546
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112122.jpg,51.854755,52.876423,37.50219,50.818256,41.07743
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112125.jpg,60.080666,59.005695,44.92913,57.72239,48.03962
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112902.jpg,93.95929,98.94177,64.510666,93.52683,41.850773
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112906.jpg,87.1995,89.23225,60.478916,85.34664,39.748646
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112907.jpg,87.16308,89.337975,60.57483,85.40871,40.22857
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112911.jpg,85.38959,95.104805,61.47951,88.36662,37.223248
BelasekRepovy,BelasekRepovy_Hajek_IMG_20200825_112912.jpg,85.556816,95.33164,61.971996,88.60586,36.44376
BelasekRepovy,BelasekRepovy_Kolodeje_IMG_20200808_120659.jpg,104.03859,129.9621,65.95082,114.913536,55.389084
BelasekRepovy,BelasekRepovy_kolovraty_IMG_20200706_145244.jpg,91.21519,131.23071,55.720158,110.65788,47.63314
BelasekRepovy,BelasekRepovy_kolovraty_IMG_20200706_145248.jpg,81.22981,113.90067,50.242073,96.87497,45.121033
BelasekRepovy,BelasekRepovy_kolovraty_IMG_20200706_145249.jpg,72.82534,101.18007,46.04722,86.416756,43.539818
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154738.jpg,94.62498,123.08373,56.29535,106.960686,61.031143
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154803.jpg,110.19855,117.445274,79.09817,110.90701,72.139305
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154805.jpg,78.25908,90.05376,52.881,82.28942,56.678493
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154806.jpg,96.74823,104.20768,73.5396,98.48105,69.28812
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154820.jpg,114.66222,116.12137,98.81267,113.71188,69.42996
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154829.jpg,118.66691,119.02938,107.31591,117.58564,54.78474
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154829_1.jpg,119.18371,120.0044,106.78633,118.25224,55.2936
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154830.jpg,128.49771,126.6021,118.15624,126.20601,60.778946
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154831.jpg,113.69186,116.12373,100.948975,113.66672,58.956966
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154832.jpg,112.26667,116.91056,100.422585,113.64257,57.974697
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154841.jpg,115.59586,120.03145,88.9384,115.16069,65.14973
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154842.jpg,114.05518,122.06236,82.334915,115.13931,65.371
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154844.jpg,95.634575,102.70611,69.50996,96.80734,63.819824
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154845.jpg,111.07343,119.21291,81.897865,112.525345,65.06443
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154846.jpg,109.69293,118.041306,80.34886,111.248245,68.48667
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154847.jpg,113.71593,120.3008,85.92825,114.41348,69.43218
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154848.jpg,107.3668,112.20537,82.74437,107.400215,65.92637
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154848_1.jpg,110.067894,113.90165,86.30746,109.60965,66.137665
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154856.jpg,98.45203,98.20761,79.10354,96.102905,65.21214
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_154926.jpg,101.41369,106.70573,79.33034,102.00263,49.598778
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_155851.jpg,106.7837,106.11687,78.77209,103.198975,58.65402
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_155857.jpg,92.52861,97.461784,72.56359,93.14833,60.4889
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_155858.jpg,125.228775,136.21043,100.54965,128.86162,68.1441
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_155902.jpg,81.54909,94.70971,56.854244,86.45915,54.226933
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_155905.jpg,98.43189,118.08605,72.82113,107.04921,62.239525
BelasekRepovy,BelasekRepovy_Kolovraty_IMG_20200706_155905_1.jpg,88.57231,103.436676,62.941605,94.37582,59.743378
